cell_id,cell_type,institution
14427,L2,UCSF
14428,L2,UCSF
14429,L2,UCSF
14430,L2,UCSF
14431,L2,UCSF
14432,L2,UCSF
14433,L2,UCSF
14434,L2,UCSF
14435,L2,UCSF
14436,L2,UCSF
14437,L2,UCSF
14438,L2,UCSF
14439,L2,UCSF
14440,L2,UCSF
14441,L2,UCSF
14442,L2,UCSF
14443,L2,UCSF
14444,L2,UCSF
14445,L2,UCSF
14446,L2,UCSF
14447,L2,UCSF
14448,L2,UCSF
14449,L2,UCSF
14450,L2,UCSF
14451,L2,UCSF
14452,L2,UCSF
14453,L2,UCSF
14454,L2,UCSF
14455,L2,UCSF
14456,L2,UCSF
14457,L2,UCSF
14458,L2,UCSF
14459,L2,UCSF
14460,L2,UCSF
14461,L2,UCSF
14462,L2,UCSF
14463,L2,UCSF
14464,L2,UCSF
14465,L2,UCSF
14466,L2,UCSF
14467,L2,UCSF
14468,L2,UCSF
14469,L2,UCSF
14470,L2,UCSF
14471,L2,UCSF
14472,L2,UCSF
14473,L2,UCSF
14474,L2,UCSF
14475,L2,UCSF
14476,L2,UCSF
14477,L2,UCSF
14478,L2,UCSF
14479,L2,UCSF
14480,L2,UCSF
14481,L2,UCSF
14482,L2,UCSF
14483,L2,UCSF
14484,L2,UCSF
14485,L2,UCSF
14486,L2,UCSF
14487,L2,UCSF
14488,L2,UCSF
14489,L2,UCSF
14490,L2,UCSF
14491,L2,UCSF
14492,L2,UCSF
14493,L2,UCSF
14494,L2,UCSF
14495,L2,UCSF
14496,L2,UCSF
14497,L2,UCSF
14498,L2,UCSF
14499,L2,UCSF
14500,L2,UCSF
14501,L2,UCSF
14502,L2,UCSF
14503,L2,UCSF
14504,L2,UCSF
14505,L2,UCSF
14506,L2,UCSF
14507,L2,UCSF
14508,L2,UCSF
14509,L2,UCSF
14510,L2,UCSF
14511,L2,UCSF
14512,L2,UCSF
14513,L2,UCSF
14514,L2,UCSF
14515,L2,UCSF
14516,L2,UCSF
14517,L2,UCSF
14518,L2,UCSF
14519,L2,UCSF
14520,L2,UCSF
14521,L2,UCSF
14522,L2,UCSF
14523,L2,UCSF
14524,L2,UCSF
14525,L2,UCSF
14526,L2,UCSF
14527,L2,UCSF
14528,L2,UCSF
14529,L2,UCSF
14530,L2,UCSF
14531,L2,UCSF
14532,L2,UCSF
14533,L2,UCSF
14534,L2,UCSF
14535,L2,UCSF
14536,L2,UCSF
14537,L2,UCSF
14538,L2,UCSF
14539,L2,UCSF
14540,L2,UCSF
14541,L2,UCSF
14542,L2,UCSF
14543,L2,UCSF
14544,L2,UCSF
14545,L2,UCSF
14546,L2,UCSF
14547,L2,UCSF
14548,L2,UCSF
14549,L2,UCSF
14550,L2,UCSF
14551,L2,UCSF
14552,L2,UCSF
14553,L2,UCSF
14554,L2,UCSF
14555,L2,UCSF
14556,L2,UCSF
14557,L2,UCSF
14558,L2,UCSF
14559,L2,UCSF
14560,L2,UCSF
14561,L2,UCSF
14562,L2,UCSF
14563,L2,UCSF
14564,L2,UCSF
14565,L2,UCSF
14566,L2,UCSF
14567,L2,UCSF
14568,L2,UCSF
14569,L2,UCSF
14570,L2,UCSF
14571,L2,UCSF
14572,L2,UCSF
14573,L2,UCSF
14574,L2,UCSF
14575,L2,UCSF
14576,L2,UCSF
14577,L2,UCSF
14578,L2,UCSF
14579,L2,UCSF
14580,L2,UCSF
14581,L2,UCSF
14582,L2,UCSF
14583,L2,UCSF
14584,L2,UCSF
14585,L2,UCSF
14586,L2,UCSF
14587,L2,UCSF
14588,L2,UCSF
14589,L2,UCSF
14590,L2,UCSF
14591,L2,UCSF
14592,L2,UCSF
14593,L2,UCSF
14594,L2,UCSF
14595,L2,UCSF
14596,L2,UCSF
14597,L2,UCSF
14598,L2,UCSF
14599,L2,UCSF
14600,L2,UCSF
14601,L2,UCSF
14602,L2,UCSF
14603,L2,UCSF
14604,L2,UCSF
14605,L2,UCSF
14606,L2,UCSF
14607,L2,UCSF
14608,L2,UCSF
14609,L2,UCSF
14610,L2,UCSF
14611,L2,UCSF
14612,L2,UCSF
14613,L2,UCSF
14614,L2,UCSF
14615,L2,UCSF
14616,L2,UCSF
14617,L2,UCSF
14618,L2,UCSF
14619,L2,UCSF
14620,L2,UCSF
14621,L2,UCSF
14622,L2,UCSF
14623,L2,UCSF
14624,L2,UCSF
14625,L2,UCSF
14626,L2,UCSF
14627,L2,UCSF
14628,L2,UCSF
14629,L2,UCSF
14630,L2,UCSF
14631,L2,UCSF
14632,L2,UCSF
14633,L2,UCSF
14634,L2,UCSF
14635,L2,UCSF
14636,L2,UCSF
14637,L2,UCSF
14638,L2,UCSF
14639,L2,UCSF
14640,L2,UCSF
14641,L2,UCSF
14642,L2,UCSF
14643,L2,UCSF
14644,L2,UCSF
14645,L2,UCSF
14646,L2,UCSF
14647,L2,UCSF
14648,L2,UCSF
14649,L2,UCSF
14650,L2,UCSF
14651,L2,UCSF
14652,L2,UCSF
14653,L2,UCSF
14654,L2,UCSF
14655,L2,UCSF
14656,L2,UCSF
14657,L2,UCSF
14658,L2,UCSF
14659,L2,UCSF
14660,L2,UCSF
14661,L2,UCSF
14662,L2,UCSF
14663,L2,UCSF
14664,L2,UCSF
14665,L2,UCSF
14666,L2,UCSF
14667,L2,UCSF
14668,L2,UCSF
14669,L2,UCSF
14670,L2,UCSF
14671,L2,UCSF
14672,L2,UCSF
14673,L2,UCSF
14674,L2,UCSF
14675,L2,UCSF
14676,L2,UCSF
14677,L2,UCSF
14678,L2,UCSF
14679,L2,UCSF
14680,L2,UCSF
14681,L2,UCSF
14682,L2,UCSF
14683,L2,UCSF
14684,L2,UCSF
14685,L2,UCSF
14686,L2,UCSF
14687,L2,UCSF
14688,L2,UCSF
14689,L2,UCSF
14690,L2,UCSF
14691,L2,UCSF
14692,L2,UCSF
14693,L2,UCSF
14694,L2,UCSF
14695,L2,UCSF
14696,L2,UCSF
14697,L2,UCSF
14698,L2,UCSF
14699,L2,UCSF
14700,L2,UCSF
14701,L2,UCSF
14702,L2,UCSF
14703,L2,UCSF
14704,L2,UCSF
14705,L2,UCSF
14706,L2,UCSF
14707,L2,UCSF
14708,L2,UCSF
14709,L2,UCSF
14710,L2,UCSF
14711,L2,UCSF
14712,L2,UCSF
14713,L2,UCSF
14714,L2,UCSF
14715,L2,UCSF
14716,L2,UCSF
14717,L2,UCSF
14718,L2,UCSF
14719,L2,UCSF
14720,L2,UCSF
14721,L2,UCSF
14722,L2,UCSF
14723,L2,UCSF
14724,L2,UCSF
14725,L2,UCSF
14726,L2,UCSF
14727,L2,UCSF
14728,L2,UCSF
14729,L2,UCSF
14730,L2,UCSF
14731,L2,UCSF
14732,L2,UCSF
14733,L2,UCSF
14734,L2,UCSF
14735,L2,UCSF
14736,L2,UCSF
14737,L2,UCSF
14738,L2,UCSF
14739,L2,UCSF
14740,L2,UCSF
14741,L2,UCSF
14742,L2,UCSF
14743,L2,UCSF
14744,L2,UCSF
14745,L2,UCSF
14746,L2,UCSF
14747,L2,UCSF
14748,L2,UCSF
14749,L2,UCSF
14750,L2,UCSF
14751,L2,UCSF
14752,L2,UCSF
14753,L2,UCSF
14754,L2,UCSF
14755,L2,UCSF
14756,L2,UCSF
14757,L2,UCSF
14758,L2,UCSF
14759,L2,UCSF
14760,L2,UCSF
14761,L2,UCSF
14762,L2,UCSF
14763,L2,UCSF
14764,L2,UCSF
14765,L2,UCSF
14766,L2,UCSF
14767,L2,UCSF
14768,L2,UCSF
14769,L2,UCSF
14770,L2,UCSF
14771,L2,UCSF
14772,L2,UCSF
14773,L2,UCSF
14774,L2,UCSF
14775,L2,UCSF
14776,L2,UCSF
14777,L2,UCSF
14778,L2,UCSF
14779,L2,UCSF
14780,L2,UCSF
14781,L2,UCSF
14782,L2,UCSF
14783,L2,UCSF
14784,L2,UCSF
14785,L2,UCSF
14786,L2,UCSF
14787,L2,UCSF
14788,L2,UCSF
14789,L2,UCSF
14790,L2,UCSF
14791,L2,UCSF
14792,L2,UCSF
14793,L2,UCSF
14794,L2,UCSF
14795,L2,UCSF
14796,L2,UCSF
14797,L2,UCSF
14798,L2,UCSF
14799,L2,UCSF
14800,L2,UCSF
14801,L2,UCSF
14802,L2,UCSF
14803,L2,UCSF
14804,L2,UCSF
14805,L2,UCSF
14806,L2,UCSF
14807,L2,UCSF
14808,L2,UCSF
14809,L2,UCSF
14810,L2,UCSF
14811,L2,UCSF
14812,L2,UCSF
14813,L2,UCSF
14814,L2,UCSF
14815,L2,UCSF
14816,L2,UCSF
14817,L2,UCSF
14818,L2,UCSF
14819,L2,UCSF
14820,L2,UCSF
14821,L2,UCSF
14822,L2,UCSF
14823,L2,UCSF
14824,L2,UCSF
14825,L2,UCSF
14826,L2,UCSF
14827,L2,UCSF
14828,L2,UCSF
14829,L2,UCSF
14830,L2,UCSF
14831,L2,UCSF
14832,L2,UCSF
14833,L2,UCSF
14834,L2,UCSF
14835,L2,UCSF
14836,L2,UCSF
14837,L2,UCSF
14838,L2,UCSF
14839,L2,UCSF
14840,L2,UCSF
14841,L2,UCSF
14842,L2,UCSF
14843,L2,UCSF
14844,L2,UCSF
14845,L2,UCSF
14846,L2,UCSF
14847,L2,UCSF
14848,L2,UCSF
14849,L2,UCSF
14850,L2,UCSF
14851,L2,UCSF
14852,L2,UCSF
14853,L2,UCSF
14854,L2,UCSF
14855,L2,UCSF
14856,L2,UCSF
14857,L2,UCSF
14858,L2,UCSF
14859,L2,UCSF
14860,L2,UCSF
14861,L2,UCSF
14862,L2,UCSF
14863,L2,UCSF
14864,L2,UCSF
14865,L2,UCSF
14866,L2,UCSF
14867,L2,UCSF
14868,L2,UCSF
14869,L2,UCSF
14870,L2,UCSF
14871,L2,UCSF
14872,L2,UCSF
14873,L2,UCSF
14874,L2,UCSF
14875,L2,UCSF
14876,L2,UCSF
14877,L2,UCSF
14878,L2,UCSF
14879,L2,UCSF
14880,L2,UCSF
14881,L2,UCSF
14882,L2,UCSF
14883,L2,UCSF
14884,L2,UCSF
14885,L2,UCSF
14886,L2,UCSF
14887,L2,UCSF
14888,L2,UCSF
14889,L2,UCSF
14890,L2,UCSF
14891,L2,UCSF
14892,L2,UCSF
14893,L2,UCSF
14894,L2,UCSF
14895,L2,UCSF
14896,L2,UCSF
14897,L2,UCSF
14898,L2,UCSF
14899,L2,UCSF
14900,L2,UCSF
14901,L2,UCSF
14902,L2,UCSF
14903,L2,UCSF
14904,L2,UCSF
14905,L2,UCSF
14906,L2,UCSF
14907,L2,UCSF
14908,L2,UCSF
14909,L2,UCSF
14910,L2,UCSF
14911,L2,UCSF
14912,L2,UCSF
14913,L2,UCSF
14914,L2,UCSF
14915,L2,UCSF
14916,L2,UCSF
14917,L2,UCSF
14918,L2,UCSF
14919,L2,UCSF
14920,L2,UCSF
14921,L2,UCSF
14922,L2,UCSF
14923,L2,UCSF
14924,L2,UCSF
14925,L2,UCSF
14926,L2,UCSF
14927,L2,UCSF
14928,L2,UCSF
14929,L2,UCSF
14930,L2,UCSF
14931,L2,UCSF
14932,L2,UCSF
14933,L2,UCSF
14934,L2,UCSF
14935,L2,UCSF
14936,L2,UCSF
14937,L2,UCSF
14938,L2,UCSF
14939,L2,UCSF
14940,L2,UCSF
14941,L2,UCSF
14942,L2,UCSF
14943,L2,UCSF
14944,L2,UCSF
14945,L2,UCSF
14946,L2,UCSF
14947,L2,UCSF
14948,L2,UCSF
14949,L2,UCSF
14950,L2,UCSF
14951,L2,UCSF
14952,L2,UCSF
14953,L2,UCSF
14954,L2,UCSF
14955,L2,UCSF
14956,L2,UCSF
14957,L2,UCSF
14958,L2,UCSF
14959,L2,UCSF
14960,L2,UCSF
14961,L2,UCSF
14962,L2,UCSF
14963,L2,UCSF
14964,L2,UCSF
14965,L2,UCSF
14966,L2,UCSF
14967,L2,UCSF
14968,L2,UCSF
14969,L2,UCSF
14970,L2,UCSF
14971,L2,UCSF
14972,L2,UCSF
14973,L2,UCSF
14974,L2,UCSF
14975,L2,UCSF
14976,L2,UCSF
14977,L2,UCSF
14978,L2,UCSF
14979,L2,UCSF
14980,L2,UCSF
14981,L2,UCSF
14982,L2,UCSF
14983,L2,UCSF
14984,L2,UCSF
14985,L2,UCSF
14986,L2,UCSF
14987,L2,UCSF
14988,L2,UCSF
14989,L2,UCSF
14990,L2,UCSF
14991,L2,UCSF
14992,L2,UCSF
14993,L2,UCSF
14994,L2,UCSF
14995,L2,UCSF
14996,L2,UCSF
14997,L2,UCSF
14998,L2,UCSF
14999,L2,UCSF
15000,L2,UCSF
15001,L2,UCSF
15002,L2,UCSF
15003,L2,UCSF
15004,L2,UCSF
15005,L2,UCSF
15006,L2,UCSF
15007,L2,UCSF
15008,L2,UCSF
15009,L2,UCSF
15010,L2,UCSF
15011,L2,UCSF
15012,L2,UCSF
15013,L2,UCSF
15014,L2,UCSF
15015,L2,UCSF
15016,L2,UCSF
15017,L2,UCSF
15018,L2,UCSF
15019,L2,UCSF
15020,L2,UCSF
15021,L2,UCSF
15022,L2,UCSF
15023,L2,UCSF
15024,L2,UCSF
15025,L2,UCSF
15026,L2,UCSF
15027,L2,UCSF
15028,L2,UCSF
15029,L2,UCSF
15030,L2,UCSF
15031,L2,UCSF
15032,L2,UCSF
15033,L2,UCSF
15034,L2,UCSF
15035,L2,UCSF
15036,L2,UCSF
15037,L2,UCSF
15038,L2,UCSF
15039,L2,UCSF
15040,L2,UCSF
15041,L2,UCSF
15042,L2,UCSF
15043,L2,UCSF
15044,L2,UCSF
15045,L2,UCSF
15046,L2,UCSF
15047,L2,UCSF
15048,L2,UCSF
15049,L2,UCSF
15050,L2,UCSF
15051,L2,UCSF
15052,L2,UCSF
15053,L2,UCSF
15054,L2,UCSF
15055,L2,UCSF
15056,L2,UCSF
15057,L2,UCSF
15058,L2,UCSF
15059,L2,UCSF
15060,L2,UCSF
15061,L2,UCSF
15062,L2,UCSF
15063,L2,UCSF
15064,L2,UCSF
15065,L2,UCSF
15066,L2,UCSF
15067,L2,UCSF
15068,L2,UCSF
15069,L2,UCSF
15070,L2,UCSF
15071,L2,UCSF
15072,L2,UCSF
15073,L2,UCSF
15074,L2,UCSF
15075,L2,UCSF
15076,L2,UCSF
15077,L2,UCSF
15078,L2,UCSF
15079,L2,UCSF
15080,L2,UCSF
15081,L2,UCSF
15082,L2,UCSF
15083,L2,UCSF
15084,L2,UCSF
15085,L2,UCSF
15086,L2,UCSF
15087,L2,UCSF
15088,L2,UCSF
15089,L2,UCSF
15090,L2,UCSF
15091,L2,UCSF
15092,L2,UCSF
15093,L2,UCSF
15094,L2,UCSF
15095,L2,UCSF
15096,L2,UCSF
15097,L2,UCSF
15098,L2,UCSF
15099,L2,UCSF
15100,L2,UCSF
15101,L2,UCSF
15102,L2,UCSF
15103,L2,UCSF
15104,L2,UCSF
15105,L2,UCSF
15106,L2,UCSF
15107,L2,UCSF
15108,L2,UCSF
15109,L2,UCSF
15110,L2,UCSF
15111,L2,UCSF
15112,L2,UCSF
15113,L2,UCSF
15114,L2,UCSF
15115,L2,UCSF
15116,L2,UCSF
15117,L2,UCSF
15118,L2,UCSF
15119,L2,UCSF
15120,L2,UCSF
15121,L2,UCSF
15122,L2,UCSF
15123,L2,UCSF
15124,L2,UCSF
15125,L2,UCSF
15126,L2,UCSF
15127,L2,UCSF
15128,L2,UCSF
15129,L2,UCSF
15130,L2,UCSF
15131,L2,UCSF
15132,L2,UCSF
15133,L2,UCSF
15134,L2,UCSF
15135,L2,UCSF
15136,L2,UCSF
15137,L2,UCSF
15138,L2,UCSF
15139,L2,UCSF
15140,L2,UCSF
15141,L2,UCSF
15142,L2,UCSF
15143,L2,UCSF
15144,L2,UCSF
15145,L2,UCSF
15146,L2,UCSF
15147,L2,UCSF
15148,L2,UCSF
15149,L2,UCSF
15150,L2,UCSF
15151,L2,UCSF
15152,L2,UCSF
15153,L2,UCSF
15154,L2,UCSF
15155,L2,UCSF
15156,L2,UCSF
15157,L2,UCSF
15158,L2,UCSF
15159,L2,UCSF
15160,L2,UCSF
15161,L2,UCSF
15162,L2,UCSF
15163,L2,UCSF
15164,L2,UCSF
15165,L2,UCSF
15166,L2,UCSF
15167,L2,UCSF
15168,L2,UCSF
15169,L2,UCSF
15170,L2,UCSF
15171,L2,UCSF
15172,L2,UCSF
15173,L2,UCSF
15174,L2,UCSF
15175,L2,UCSF
15176,L2,UCSF
15177,L2,UCSF
15178,L2,UCSF
15179,L2,UCSF
15180,L2,UCSF
15181,L2,UCSF
15182,L2,UCSF
15183,L2,UCSF
15184,L2,UCSF
15185,L2,UCSF
15186,L2,UCSF
15187,L2,UCSF
15188,L2,UCSF
15189,L2,UCSF
15190,L2,UCSF
15191,L2,UCSF
15192,L2,UCSF
15193,L2,UCSF
15194,L2,UCSF
15195,L2,UCSF
15196,L2,UCSF
15197,L2,UCSF
15198,L2,UCSF
15199,L2,UCSF
15200,L2,UCSF
15201,L2,UCSF
15202,L2,UCSF
15203,L2,UCSF
15204,L2,UCSF
15205,L2,UCSF
15206,L2,UCSF
15207,L2,UCSF
15208,L2,UCSF
15209,L2,UCSF
15210,L2,UCSF
15211,L2,UCSF
15212,L2,UCSF
15213,L2,UCSF
15214,L2,UCSF
15215,L2,UCSF
15216,L2,UCSF
15217,L2,UCSF
15218,L2,UCSF
15219,L2,UCSF
15220,L2,UCSF
15221,L2,UCSF
15222,L2,UCSF
15223,L2,UCSF
15224,L2,UCSF
15225,L2,UCSF
15226,L2,UCSF
15227,L2,UCSF
15228,L2,UCSF
15229,L2,UCSF
15230,L2,UCSF
15231,L2,UCSF
15232,L2,UCSF
15233,L2,UCSF
15234,L2,UCSF
15235,L2,UCSF
15236,L2,UCSF
15237,L2,UCSF
15238,L2,UCSF
15239,L2,UCSF
15240,L2,UCSF
15241,L2,UCSF
15242,L2,UCSF
15243,L2,UCSF
15244,L2,UCSF
15245,L2,UCSF
15246,L2,UCSF
15247,L2,UCSF
15248,L2,UCSF
15249,L2,UCSF
15250,L2,UCSF
15251,L2,UCSF
15252,L2,UCSF
15253,L2,UCSF
15254,L2,UCSF
15255,L2,UCSF
15256,L2,UCSF
15257,L2,UCSF
15258,L2,UCSF
15259,L2,UCSF
15260,L2,UCSF
15261,L2,UCSF
15262,L2,UCSF
15263,L2,UCSF
15264,L2,UCSF
15265,L2,UCSF
15266,L2,UCSF
15267,L2,UCSF
15268,L2,UCSF
15269,L2,UCSF
15270,L2,UCSF
15271,L2,UCSF
15272,L2,UCSF
15273,L2,UCSF
15274,L2,UCSF
15275,L2,UCSF
15276,L2,UCSF
15277,L2,UCSF
15278,L2,UCSF
15279,L2,UCSF
15280,L2,UCSF
15281,L2,UCSF
15282,L2,UCSF
15283,L2,UCSF
15284,L2,UCSF
15285,L2,UCSF
15286,L2,UCSF
15287,L2,UCSF
15288,L2,UCSF
15289,L2,UCSF
15290,L2,UCSF
15291,L2,UCSF
15292,L2,UCSF
15293,L2,UCSF
15294,L2,UCSF
15295,L2,UCSF
15296,L2,UCSF
15297,L2,UCSF
15298,L2,UCSF
15299,L2,UCSF
15300,L2,UCSF
15301,L2,UCSF
15302,L2,UCSF
15303,L2,UCSF
15304,L2,UCSF
15305,L2,UCSF
15306,L2,UCSF
15307,L2,UCSF
15308,L2,UCSF
15309,L2,UCSF
15310,L2,UCSF
15311,L2,UCSF
15312,L2,UCSF
15313,L2,UCSF
15314,L2,UCSF
15315,L2,UCSF
15316,L2,UCSF
15317,L2,UCSF
15318,L2,UCSF
15319,L2,UCSF
15320,L2,UCSF
15321,L2,UCSF
15322,L2,UCSF
15323,L2,UCSF
15324,L2,UCSF
15325,L2,UCSF
15326,L2,UCSF
15327,L2,UCSF
15328,L2,UCSF
15329,L2,UCSF
15330,L2,UCSF
15331,L2,UCSF
15332,L2,UCSF
15333,L2,UCSF
15334,L2,UCSF
15335,L2,UCSF
15336,L2,UCSF
15337,L2,UCSF
15338,L2,UCSF
15339,L2,UCSF
15340,L2,UCSF
15341,L2,UCSF
15342,L2,UCSF
15343,L2,UCSF
15344,L2,UCSF
15345,L2,UCSF
15346,L2,UCSF
15347,L2,UCSF
15348,L2,UCSF
15349,L2,UCSF
15350,L2,UCSF
15351,L2,UCSF
15352,L2,UCSF
15353,L2,UCSF
15354,L2,UCSF
15355,L2,UCSF
15356,L2,UCSF
15357,L2,UCSF
15358,L2,UCSF
15359,L2,UCSF
15360,L2,UCSF
15361,L2,UCSF
15362,L2,UCSF
15363,L2,UCSF
15364,L2,UCSF
15365,L2,UCSF
15366,L2,UCSF
15367,L2,UCSF
15368,L2,UCSF
15369,L2,UCSF
15370,L2,UCSF
15371,L2,UCSF
15372,L2,UCSF
15373,L2,UCSF
15374,L2,UCSF
15375,L2,UCSF
15376,L2,UCSF
15377,L2,UCSF
15378,L2,UCSF
15379,L2,UCSF
15380,L2,UCSF
15381,L2,UCSF
15382,L2,UCSF
15383,L2,UCSF
15384,L2,UCSF
15385,L2,UCSF
15386,L2,UCSF
15387,L2,UCSF
15388,L2,UCSF
15389,L2,UCSF
15390,L2,UCSF
15391,L2,UCSF
15392,L2,UCSF
15393,L2,UCSF
15394,L2,UCSF
15395,L2,UCSF
15396,L2,UCSF
15397,L2,UCSF
15398,L2,UCSF
15399,L2,UCSF
15400,L2,UCSF
15401,L2,UCSF
15402,L2,UCSF
15403,L2,UCSF
15404,L2,UCSF
15405,L2,UCSF
15406,L2,UCSF
15407,L2,UCSF
15408,L2,UCSF
15409,L2,UCSF
15410,L2,UCSF
15411,L2,UCSF
15412,L2,UCSF
15413,L2,UCSF
15414,L2,UCSF
15415,L2,UCSF
15416,L2,UCSF
15417,L2,UCSF
15418,L2,UCSF
15419,L2,UCSF
15420,L2,UCSF
15421,L2,UCSF
15422,L2,UCSF
15423,L2,UCSF
15424,L2,UCSF
15425,L2,UCSF
15426,L2,UCSF
15427,L2,UCSF
15428,L2,UCSF
15429,L2,UCSF
15430,L2,UCSF
15431,L2,UCSF
15432,L2,UCSF
15433,L2,UCSF
15434,L2,UCSF
15435,L2,UCSF
15436,L2,UCSF
15437,L2,UCSF
15438,L2,UCSF
15439,L2,UCSF
15440,L2,UCSF
15441,L2,UCSF
15442,L2,UCSF
15443,L2,UCSF
15444,L2,UCSF
15445,L2,UCSF
15446,L2,UCSF
15447,L2,UCSF
15448,L2,UCSF
15449,L2,UCSF
15450,L2,UCSF
15451,L2,UCSF
15452,L2,UCSF
15453,L2,UCSF
15454,L2,UCSF
15455,L2,UCSF
15456,L2,UCSF
15457,L2,UCSF
15458,L2,UCSF
15459,L2,UCSF
15460,L2,UCSF
15461,L2,UCSF
15462,L2,UCSF
15463,L2,UCSF
15464,L2,UCSF
15465,L2,UCSF
15466,L2,UCSF
15467,L2,UCSF
15468,L2,UCSF
15469,L2,UCSF
15470,L2,UCSF
15471,L2,UCSF
15472,L2,UCSF
15473,L2,UCSF
15474,L2,UCSF
15475,L2,UCSF
15476,L2,UCSF
15477,L2,UCSF
15478,L2,UCSF
15479,L2,UCSF
15480,L2,UCSF
15481,L2,UCSF
15482,L2,UCSF
15483,L2,UCSF
15484,L2,UCSF
15485,L2,UCSF
15486,L2,UCSF
15487,L2,UCSF
15488,L2,UCSF
15489,L2,UCSF
15490,L2,UCSF
15491,L2,UCSF
15492,L2,UCSF
15493,L2,UCSF
15494,L2,UCSF
15495,L2,UCSF
15496,L2,UCSF
15497,L2,UCSF
15498,L2,UCSF
15499,L2,UCSF
15500,L2,UCSF
15501,L2,UCSF
15502,L2,UCSF
15503,L2,UCSF
15504,L2,UCSF
15505,L2,UCSF
15506,L2,UCSF
15507,L2,UCSF
15508,L2,UCSF
15509,L2,UCSF
15510,L2,UCSF
15511,L2,UCSF
15512,L2,UCSF
15513,L2,UCSF
15514,L2,UCSF
15515,L2,UCSF
15516,L2,UCSF
15517,L2,UCSF
15518,L2,UCSF
15519,L2,UCSF
15520,L2,UCSF
15521,L2,UCSF
15522,L2,UCSF
15523,L2,UCSF
15524,L2,UCSF
15525,L2,UCSF
15526,L2,UCSF
15527,L2,UCSF
15528,L2,UCSF
15529,L2,UCSF
15530,L2,UCSF
15531,L2,UCSF
15532,L2,UCSF
15533,L2,UCSF
15534,L2,UCSF
15535,L2,UCSF
15536,L2,UCSF
15537,L2,UCSF
15538,L2,UCSF
15539,L2,UCSF
15540,L2,UCSF
15541,L2,UCSF
15542,L2,UCSF
15543,L2,UCSF
15544,L2,UCSF
15545,L2,UCSF
15546,L2,UCSF
15547,L2,UCSF
15548,L2,UCSF
15549,L2,UCSF
15550,L2,UCSF
15551,L2,UCSF
15552,L2,UCSF
15553,L2,UCSF
15554,L2,UCSF
15555,L2,UCSF
15556,L2,UCSF
15557,L2,UCSF
15558,L2,UCSF
15559,L2,UCSF
15560,L2,UCSF
15561,L2,UCSF
15562,L2,UCSF
15563,L2,UCSF
15564,L2,UCSF
15565,L2,UCSF
15566,L2,UCSF
15567,L2,UCSF
15568,L2,UCSF
15569,L2,UCSF
15570,L2,UCSF
15571,L2,UCSF
15572,L2,UCSF
15573,L2,UCSF
15574,L2,UCSF
15575,L2,UCSF
15576,L2,UCSF
15577,L2,UCSF
15578,L2,UCSF
15579,L2,UCSF
15580,L2,UCSF
15581,L2,UCSF
15582,L2,UCSF
15583,L2,UCSF
15584,L2,UCSF
15585,L2,UCSF
15586,L2,UCSF
15587,L2,UCSF
15588,L2,UCSF
15589,L2,UCSF
15590,L2,UCSF
15591,L2,UCSF
15592,L2,UCSF
15593,L2,UCSF
15594,L2,UCSF
15595,L2,UCSF
15596,L2,UCSF
15597,L2,UCSF
15598,L2,UCSF
15599,L2,UCSF
15600,L2,UCSF
15601,L2,UCSF
15602,L2,UCSF
15603,L2,UCSF
15604,L2,UCSF
15605,L2,UCSF
15606,L2,UCSF
15607,L2,UCSF
15608,L2,UCSF
15609,L2,UCSF
15610,L2,UCSF
15611,L2,UCSF
15612,L2,UCSF
15613,L2,UCSF
15614,L2,UCSF
15615,L2,UCSF
15616,L2,UCSF
15617,L2,UCSF
15618,L2,UCSF
15619,L2,UCSF
15620,L2,UCSF
15621,L2,UCSF
15622,L2,UCSF
15623,L2,UCSF
15624,L2,UCSF
15625,L2,UCSF
15626,L2,UCSF
15627,L2,UCSF
15628,L2,UCSF
15629,L2,UCSF
15630,L2,UCSF
15631,L2,UCSF
15632,L2,UCSF
15633,L2,UCSF
15634,L2,UCSF
15635,L2,UCSF
15636,L2,UCSF
15637,L2,UCSF
15638,L2,UCSF
15639,L2,UCSF
15640,L2,UCSF
15641,L2,UCSF
15642,L2,UCSF
15643,L2,UCSF
15644,L2,UCSF
15645,L2,UCSF
15646,L2,UCSF
15647,L2,UCSF
15648,L2,UCSF
15649,L2,UCSF
15650,L2,UCSF
15651,L2,UCSF
15652,L2,UCSF
15653,L2,UCSF
15654,L2,UCSF
15655,L2,UCSF
15656,L2,UCSF
15657,L2,UCSF
15658,L2,UCSF
15659,L2,UCSF
15660,L2,UCSF
15661,L2,UCSF
15662,L2,UCSF
15663,L2,UCSF
15664,L2,UCSF
15665,L2,UCSF
15666,L2,UCSF
15667,L2,UCSF
15668,L2,UCSF
15669,L2,UCSF
15670,L2,UCSF
15671,L2,UCSF
15672,L2,UCSF
15673,L2,UCSF
15674,L2,UCSF
15675,L2,UCSF
15676,L2,UCSF
15677,L2,UCSF
15678,L2,UCSF
15679,L2,UCSF
15680,L2,UCSF
15681,L2,UCSF
15682,L2,UCSF
15683,L2,UCSF
15684,L2,UCSF
15685,L2,UCSF
15686,L2,UCSF
15687,L2,UCSF
15688,L2,UCSF
15689,L2,UCSF
15690,L2,UCSF
15691,L2,UCSF
15692,L2,UCSF
15693,L2,UCSF
15694,L2,UCSF
15695,L2,UCSF
15696,L2,UCSF
15697,L2,UCSF
